room_type,neighbourhood,date,search_count
Entire home/apt,Bijlmer-Oost,2017-06-04,6
Private room,Bos en Lommer,2017-06-04,13
Entire home/apt,Westerpark,2017-06-04,29
Entire home/apt,Oud-Noord,2017-06-04,8
Entire home/apt,De Baarsjes - Oud-West,2017-06-04,22
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-06-04,26
Entire home/apt,Zuid,2017-06-04,14
Private room,Centrum-West,2017-06-04,43
Entire home/apt,Centrum-Oost,2017-06-04,38
Private room,Watergraafsmeer,2017-06-04,1
Private room,De Aker - Nieuw Sloten,2017-06-04,3
Private room,Centrum-Oost,2017-06-04,15
Entire home/apt,IJburg - Zeeburgereiland,2017-06-04,13
Private room,Noord-West,2017-06-04,4
Private room,Geuzenveld - Slotermeer,2017-06-04,3
Private room,Slotervaart,2017-06-04,13
Private room,De Pijp - Rivierenbuurt,2017-06-04,25
Private room,Osdorp,2017-06-04,9
Private room,Buitenveldert - Zuidas,2017-06-04,1
Private room,Bijlmer-Centrum,2017-06-04,37
Entire home/apt,Noord-West,2017-06-03,5
Private room,Bijlmer-Oost,2017-06-03,6
Private room,Watergraafsmeer,2017-06-03,9
Entire home/apt,Buitenveldert - Zuidas,2017-06-03,13
Private room,IJburg - Zeeburgereiland,2017-06-03,4
Entire home/apt,Gaasperdam - Driemond,2017-06-03,2
Private room,Osdorp,2017-06-03,1
Private room,Centrum-West,2017-06-03,37
Private room,Bos en Lommer,2017-06-03,5
Private room,Bijlmer-Centrum,2017-06-03,5
Private room,De Aker - Nieuw Sloten,2017-06-03,6
Entire home/apt,Bos en Lommer,2017-06-03,26
Private room,Noord-Oost,2017-06-03,10
Private room,Oostelijk Havengebied - Indische Buurt,2017-06-03,36
Shared room,De Baarsjes - Oud-West,2017-06-03,3
Entire home/apt,Westerpark,2017-06-03,18
Private room,De Baarsjes - Oud-West,2017-06-03,20
Private room,Oud-Oost,2017-06-03,19
Entire home/apt,Oud-Noord,2017-06-03,10
Private room,De Pijp - Rivierenbuurt,2017-06-03,27
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-06-03,10
Shared room,Centrum-Oost,2017-06-03,1
Private room,Oud-Noord,2017-06-03,18
Entire home/apt,Watergraafsmeer,2017-06-03,3
Entire home/apt,De Pijp - Rivierenbuurt,2017-06-03,20
Entire home/apt,IJburg - Zeeburgereiland,2017-06-03,2
Private room,Zuid,2017-06-03,21
Private room,Gaasperdam - Driemond,2017-06-03,25
Entire home/apt,Centrum-Oost,2017-06-03,40
Private room,Buitenveldert - Zuidas,2017-06-03,12
Private room,Westerpark,2017-06-03,9
Entire home/apt,Geuzenveld - Slotermeer,2017-06-03,1
Entire home/apt,Oud-Oost,2017-06-03,43
Private room,Noord-West,2017-06-03,12
Private room,Slotervaart,2017-06-03,3
Entire home/apt,De Baarsjes - Oud-West,2017-06-03,28
Entire home/apt,Zuid,2017-06-03,16
Private room,Centrum-Oost,2017-06-03,26
Entire home/apt,Noord-Oost,2017-06-03,3
Entire home/apt,Centrum-West,2017-06-03,28
Entire home/apt,Slotervaart,2017-06-03,22
Entire home/apt,Bijlmer-Oost,2017-06-02,1
Private room,Oud-Noord,2017-06-02,21
Entire home/apt,Oud-Oost,2017-06-02,26
Private room,Zuid,2017-06-02,13
Entire home/apt,Noord-West,2017-06-02,4
Entire home/apt,Noord-Oost,2017-06-02,13
Entire home/apt,De Aker - Nieuw Sloten,2017-06-02,20
Entire home/apt,De Baarsjes - Oud-West,2017-06-02,77
Private room,IJburg - Zeeburgereiland,2017-06-02,13
Private room,Bijlmer-Oost,2017-06-02,21
Shared room,Centrum-Oost,2017-06-02,8
Entire home/apt,Watergraafsmeer,2017-06-02,19
Private room,Gaasperdam - Driemond,2017-06-02,12
Entire home/apt,De Pijp - Rivierenbuurt,2017-06-02,56
Private room,Bos en Lommer,2017-06-02,13
Entire home/apt,Slotervaart,2017-06-02,8
Entire home/apt,IJburg - Zeeburgereiland,2017-06-02,12
Entire home/apt,Bos en Lommer,2017-06-02,22
Private room,Noord-Oost,2017-06-02,17
Entire home/apt,Geuzenveld - Slotermeer,2017-06-02,6
Entire home/apt,Bijlmer-Centrum,2017-06-02,8
Private room,Slotervaart,2017-06-02,18
Shared room,De Baarsjes - Oud-West,2017-06-02,15
Private room,De Baarsjes - Oud-West,2017-06-02,39
Private room,Geuzenveld - Slotermeer,2017-06-02,4
Private room,Watergraafsmeer,2017-06-02,7
Private room,Bijlmer-Centrum,2017-06-02,7
Entire home/apt,Westerpark,2017-06-02,55
Private room,Osdorp,2017-06-02,3
Private room,Centrum-Oost,2017-06-02,39
Shared room,Bos en Lommer,2017-06-02,9
Entire home/apt,Zuid,2017-06-02,35
Shared room,Westerpark,2017-06-02,5
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-06-02,37
Entire home/apt,Centrum-West,2017-06-02,45
Private room,De Aker - Nieuw Sloten,2017-06-02,16
Entire home/apt,Osdorp,2017-06-02,24
Private room,Oostelijk Havengebied - Indische Buurt,2017-06-02,21
Private room,Oud-Oost,2017-06-02,10
Private room,Westerpark,2017-06-02,30
Private room,Buitenveldert - Zuidas,2017-06-02,18
Entire home/apt,Buitenveldert - Zuidas,2017-06-02,22
Private room,Noord-West,2017-06-02,13
Entire home/apt,Centrum-Oost,2017-06-02,33
Private room,Centrum-West,2017-06-02,57
Private room,De Pijp - Rivierenbuurt,2017-06-02,34
Entire home/apt,Oud-Noord,2017-06-02,28
Entire home/apt,IJburg - Zeeburgereiland,2017-06-01,21
Private room,Centrum-Oost,2017-06-01,30
Entire home/apt,Bijlmer-Oost,2017-06-01,10
Entire home/apt,Noord-West,2017-06-01,12
Shared room,Gaasperdam - Driemond,2017-06-01,14
Private room,Noord-West,2017-06-01,30
Private room,Slotervaart,2017-06-01,7
Entire home/apt,De Pijp - Rivierenbuurt,2017-06-01,85
Entire home/apt,Noord-Oost,2017-06-01,14
Private room,Bos en Lommer,2017-06-01,29
Entire home/apt,Geuzenveld - Slotermeer,2017-06-01,9
Private room,Centrum-West,2017-06-01,60
Private room,Buitenveldert - Zuidas,2017-06-01,5
Entire home/apt,Buitenveldert - Zuidas,2017-06-01,4
Entire home/apt,De Aker - Nieuw Sloten,2017-06-01,6
Private room,Zuid,2017-06-01,22
Private room,Westerpark,2017-06-01,15
Entire home/apt,Centrum-West,2017-06-01,86
Entire home/apt,De Baarsjes - Oud-West,2017-06-01,126
Private room,IJburg - Zeeburgereiland,2017-06-01,6
Private room,Oud-Oost,2017-06-01,13
Entire home/apt,Zuid,2017-06-01,46
Shared room,De Baarsjes - Oud-West,2017-06-01,10
Entire home/apt,Oud-Noord,2017-06-01,15
Entire home/apt,Slotervaart,2017-06-01,7
Private room,De Pijp - Rivierenbuurt,2017-06-01,42
Entire home/apt,Bos en Lommer,2017-06-01,54
Shared room,Oud-Noord,2017-06-01,15
Entire home/apt,Bijlmer-Centrum,2017-06-01,26
Private room,Geuzenveld - Slotermeer,2017-06-01,12
Private room,Noord-Oost,2017-06-01,6
Private room,Osdorp,2017-06-01,5
Private room,De Baarsjes - Oud-West,2017-06-01,43
Private room,Oud-Noord,2017-06-01,13
Private room,Oostelijk Havengebied - Indische Buurt,2017-06-01,18
Private room,De Aker - Nieuw Sloten,2017-06-01,27
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-06-01,51
Entire home/apt,Gaasperdam - Driemond,2017-06-01,24
Entire home/apt,Watergraafsmeer,2017-06-01,33
Shared room,Westerpark,2017-06-01,2
Private room,Gaasperdam - Driemond,2017-06-01,15
Private room,Watergraafsmeer,2017-06-01,6
Private room,Bijlmer-Centrum,2017-06-01,9
Entire home/apt,Westerpark,2017-06-01,53
Entire home/apt,Oud-Oost,2017-06-01,42
Entire home/apt,Centrum-Oost,2017-06-01,45
Private room,Zuid,2017-05-31,14
Private room,Osdorp,2017-05-31,16
Private room,IJburg - Zeeburgereiland,2017-05-31,29
Entire home/apt,Bos en Lommer,2017-05-31,46
Entire home/apt,Centrum-Oost,2017-05-31,22
Private room,Oostelijk Havengebied - Indische Buurt,2017-05-31,15
Private room,Westerpark,2017-05-31,6
Private room,Noord-West,2017-05-31,25
Private room,Centrum-West,2017-05-31,31
Private room,Buitenveldert - Zuidas,2017-05-31,22
Shared room,Westerpark,2017-05-31,12
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-05-31,18
Private room,De Aker - Nieuw Sloten,2017-05-31,12
Private room,Noord-Oost,2017-05-31,4
Private room,De Pijp - Rivierenbuurt,2017-05-31,39
Private room,Slotervaart,2017-05-31,35
Entire home/apt,Zuid,2017-05-31,37
Entire home/apt,Osdorp,2017-05-31,14
Private room,Geuzenveld - Slotermeer,2017-05-31,15
Private room,Gaasperdam - Driemond,2017-05-31,20
Private room,Watergraafsmeer,2017-05-31,12
Shared room,Centrum-West,2017-05-31,12
Entire home/apt,IJburg - Zeeburgereiland,2017-05-31,14
Entire home/apt,Noord-Oost,2017-05-31,8
Entire home/apt,De Pijp - Rivierenbuurt,2017-05-31,35
Entire home/apt,Centrum-West,2017-05-31,37
Entire home/apt,Oud-Noord,2017-05-31,21
Private room,Bos en Lommer,2017-05-31,5
Entire home/apt,De Aker - Nieuw Sloten,2017-05-31,12
Entire home/apt,Noord-West,2017-05-31,7
Entire home/apt,Bijlmer-Oost,2017-05-31,1
Entire home/apt,Oud-Oost,2017-05-31,10
Entire home/apt,Watergraafsmeer,2017-05-31,12
Private room,De Baarsjes - Oud-West,2017-05-31,17
Shared room,De Baarsjes - Oud-West,2017-05-31,2
Private room,Oud-Noord,2017-05-31,24
Entire home/apt,De Baarsjes - Oud-West,2017-05-31,54
Private room,Centrum-Oost,2017-05-31,51
Entire home/apt,Slotervaart,2017-05-31,10
Private room,Oud-Oost,2017-05-31,24
Private room,Bijlmer-Oost,2017-05-31,10
Entire home/apt,Gaasperdam - Driemond,2017-05-31,13
Entire home/apt,Westerpark,2017-05-31,27
Private room,Noord-Oost,2017-05-30,14
Private room,De Aker - Nieuw Sloten,2017-05-30,10
Private room,Oud-Noord,2017-05-30,4
Entire home/apt,Bos en Lommer,2017-05-30,3
Private room,Bos en Lommer,2017-05-30,30
Entire home/apt,Zuid,2017-05-30,16
Entire home/apt,IJburg - Zeeburgereiland,2017-05-30,18
Private room,Zuid,2017-05-30,50
Private room,Slotervaart,2017-05-30,6
Private room,Osdorp,2017-05-30,16
Private room,Bijlmer-Centrum,2017-05-30,4
Entire home/apt,De Pijp - Rivierenbuurt,2017-05-30,19
Private room,Oud-Oost,2017-05-30,20
Private room,Noord-West,2017-05-30,24
Private room,De Baarsjes - Oud-West,2017-05-30,25
Private room,Watergraafsmeer,2017-05-30,2
Entire home/apt,De Baarsjes - Oud-West,2017-05-30,26
Private room,Gaasperdam - Driemond,2017-05-30,3
Entire home/apt,Slotervaart,2017-05-30,5
Entire home/apt,Watergraafsmeer,2017-05-30,20
Entire home/apt,Bijlmer-Centrum,2017-05-30,2
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-05-30,11
Private room,Oostelijk Havengebied - Indische Buurt,2017-05-30,10
Shared room,Bos en Lommer,2017-05-30,2
Entire home/apt,Westerpark,2017-05-30,12
Private room,Centrum-West,2017-05-30,64
Private room,Westerpark,2017-05-30,13
Shared room,De Baarsjes - Oud-West,2017-05-30,12
Private room,Centrum-Oost,2017-05-30,10
Private room,Geuzenveld - Slotermeer,2017-05-30,16
Entire home/apt,Centrum-Oost,2017-05-30,19
Entire home/apt,Noord-West,2017-05-30,5
Entire home/apt,Oud-Oost,2017-05-30,7
Entire home/apt,Oud-Noord,2017-05-30,14
Entire home/apt,Buitenveldert - Zuidas,2017-05-30,29
Entire home/apt,Centrum-West,2017-05-30,51
Private room,IJburg - Zeeburgereiland,2017-05-30,18
Entire home/apt,Geuzenveld - Slotermeer,2017-05-30,36
Private room,De Pijp - Rivierenbuurt,2017-05-30,13
Private room,Oud-Oost,2017-05-29,6
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-05-29,7
Entire home/apt,De Pijp - Rivierenbuurt,2017-05-29,17
Private room,Westerpark,2017-05-29,20
Entire home/apt,Noord-West,2017-05-29,2
Private room,Centrum-West,2017-05-29,34
Private room,Slotervaart,2017-05-29,22
Private room,Buitenveldert - Zuidas,2017-05-29,7
Shared room,Bos en Lommer,2017-05-29,10
Entire home/apt,Oud-Oost,2017-05-29,5
Private room,Oostelijk Havengebied - Indische Buurt,2017-05-29,8
Shared room,Centrum-Oost,2017-05-29,1
Private room,De Pijp - Rivierenbuurt,2017-05-29,25
Entire home/apt,Oud-Noord,2017-05-29,11
Shared room,Westerpark,2017-05-29,4
Private room,Osdorp,2017-05-29,3
Private room,Centrum-Oost,2017-05-29,24
Private room,Noord-Oost,2017-05-29,2
Private room,Noord-West,2017-05-29,2
Private room,Geuzenveld - Slotermeer,2017-05-29,19
Private room,Bijlmer-Centrum,2017-05-29,4
Private room,Gaasperdam - Driemond,2017-05-29,3
Entire home/apt,Zuid,2017-05-29,23
Entire home/apt,Centrum-West,2017-05-29,13
Private room,Watergraafsmeer,2017-05-29,16
Entire home/apt,IJburg - Zeeburgereiland,2017-05-29,33
Entire home/apt,Noord-Oost,2017-05-29,18
Entire home/apt,Bos en Lommer,2017-05-29,18
Shared room,Centrum-West,2017-05-29,4
Entire home/apt,Westerpark,2017-05-29,20
Private room,IJburg - Zeeburgereiland,2017-05-29,5
Private room,Oud-Noord,2017-05-29,7
Entire home/apt,De Baarsjes - Oud-West,2017-05-29,31
Entire home/apt,Watergraafsmeer,2017-05-29,39
Entire home/apt,Slotervaart,2017-05-29,1
Private room,De Baarsjes - Oud-West,2017-05-29,37
Entire home/apt,Centrum-Oost,2017-05-29,18
Private room,Zuid,2017-05-29,11
Entire home/apt,Geuzenveld - Slotermeer,2017-05-29,15
Private room,Bos en Lommer,2017-05-29,5
Private room,Oud-Oost,2017-05-28,8
Private room,Centrum-Oost,2017-05-28,19
Private room,Noord-West,2017-05-28,5
Entire home/apt,Bos en Lommer,2017-05-28,32
Private room,Oostelijk Havengebied - Indische Buurt,2017-05-28,21
Entire home/apt,IJburg - Zeeburgereiland,2017-05-28,5
Entire home/apt,Noord-Oost,2017-05-28,19
Private room,Watergraafsmeer,2017-05-28,7
Entire home/apt,De Baarsjes - Oud-West,2017-05-28,28
Private room,De Baarsjes - Oud-West,2017-05-28,11
Entire home/apt,Centrum-West,2017-05-28,17
Entire home/apt,Watergraafsmeer,2017-05-28,12
Entire home/apt,De Pijp - Rivierenbuurt,2017-05-28,30
Entire home/apt,Centrum-Oost,2017-05-28,21
Private room,De Pijp - Rivierenbuurt,2017-05-28,46
Private room,IJburg - Zeeburgereiland,2017-05-28,8
Entire home/apt,Zuid,2017-05-28,28
Entire home/apt,Buitenveldert - Zuidas,2017-05-28,8
Entire home/apt,Oud-Noord,2017-05-28,38
Private room,Slotervaart,2017-05-28,15
Private room,Zuid,2017-05-28,12
Entire home/apt,Oud-Oost,2017-05-28,12
Private room,Osdorp,2017-05-28,14
Private room,Bijlmer-Centrum,2017-05-28,4
Private room,Oud-Noord,2017-05-28,21
Entire home/apt,Bijlmer-Centrum,2017-05-28,1
Private room,Noord-Oost,2017-05-28,6
Private room,Bos en Lommer,2017-05-28,30
Private room,Centrum-West,2017-05-28,26
Entire home/apt,Westerpark,2017-05-28,16
Entire home/apt,De Aker - Nieuw Sloten,2017-05-28,10
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-05-28,10
Private room,Westerpark,2017-05-28,17
Entire home/apt,Slotervaart,2017-05-28,14
Private room,Gaasperdam - Driemond,2017-05-28,8
Private room,De Aker - Nieuw Sloten,2017-05-28,10
Private room,Bos en Lommer,2017-05-27,25
Entire home/apt,Gaasperdam - Driemond,2017-05-27,14
Private room,Geuzenveld - Slotermeer,2017-05-27,16
Private room,De Pijp - Rivierenbuurt,2017-05-27,9
Entire home/apt,Centrum-West,2017-05-27,26
Private room,Oostelijk Havengebied - Indische Buurt,2017-05-27,10
Shared room,De Baarsjes - Oud-West,2017-05-27,26
Entire home/apt,Geuzenveld - Slotermeer,2017-05-27,17
Private room,IJburg - Zeeburgereiland,2017-05-27,2
Entire home/apt,Zuid,2017-05-27,27
Private room,Centrum-West,2017-05-27,58
Entire home/apt,De Pijp - Rivierenbuurt,2017-05-27,20
Private room,Slotervaart,2017-05-27,12
Entire home/apt,Westerpark,2017-05-27,38
Entire home/apt,Oud-Noord,2017-05-27,24
Private room,Westerpark,2017-05-27,13
Private room,Zuid,2017-05-27,15
Entire home/apt,Oud-Oost,2017-05-27,32
Entire home/apt,Buitenveldert - Zuidas,2017-05-27,18
Entire home/apt,Noord-West,2017-05-27,34
Private room,Osdorp,2017-05-27,13
Private room,Centrum-Oost,2017-05-27,40
Private room,Noord-West,2017-05-27,5
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-05-27,35
Private room,De Aker - Nieuw Sloten,2017-05-27,8
Entire home/apt,Centrum-Oost,2017-05-27,31
Private room,Watergraafsmeer,2017-05-27,15
Private room,Oud-Noord,2017-05-27,19
Private room,Buitenveldert - Zuidas,2017-05-27,4
Entire home/apt,IJburg - Zeeburgereiland,2017-05-27,16
Private room,Noord-Oost,2017-05-27,8
Shared room,Oud-Noord,2017-05-27,28
Shared room,Westerpark,2017-05-27,25
Entire home/apt,De Baarsjes - Oud-West,2017-05-27,68
Private room,Oud-Oost,2017-05-27,5
Entire home/apt,Slotervaart,2017-05-27,3
Private room,Gaasperdam - Driemond,2017-05-27,5
Private room,Bijlmer-Centrum,2017-05-27,27
Entire home/apt,Bijlmer-Centrum,2017-05-27,15
Private room,Bijlmer-Oost,2017-05-27,5
Private room,De Baarsjes - Oud-West,2017-05-27,44
Entire home/apt,Bos en Lommer,2017-05-27,32
Entire home/apt,Watergraafsmeer,2017-05-27,22
Entire home/apt,Noord-Oost,2017-05-27,30
Entire home/apt,Noord-Oost,2017-05-26,8
Entire home/apt,Watergraafsmeer,2017-05-26,21
Shared room,Gaasperdam - Driemond,2017-05-26,14
Entire home/apt,Noord-West,2017-05-26,22
Private room,Centrum-Oost,2017-05-26,59
Private room,Oostelijk Havengebied - Indische Buurt,2017-05-26,32
Private room,Buitenveldert - Zuidas,2017-05-26,25
Entire home/apt,IJburg - Zeeburgereiland,2017-05-26,26
Entire home/apt,Bos en Lommer,2017-05-26,44
Private room,Centrum-West,2017-05-26,60
Shared room,Centrum-West,2017-05-26,12
Entire home/apt,Osdorp,2017-05-26,30
Entire home/apt,De Aker - Nieuw Sloten,2017-05-26,23
Entire home/apt,Slotervaart,2017-05-26,24
Shared room,Centrum-Oost,2017-05-26,13
Entire home/apt,Bijlmer-Oost,2017-05-26,1
Shared room,De Baarsjes - Oud-West,2017-05-26,1
Private room,Watergraafsmeer,2017-05-26,27
Private room,Osdorp,2017-05-26,24
Entire home/apt,Oud-Noord,2017-05-26,42
Private room,Oud-Oost,2017-05-26,27
Private room,IJburg - Zeeburgereiland,2017-05-26,29
Entire home/apt,Centrum-West,2017-05-26,104
Entire home/apt,Geuzenveld - Slotermeer,2017-05-26,11
Private room,Oud-Noord,2017-05-26,12
Private room,Geuzenveld - Slotermeer,2017-05-26,13
Private room,De Baarsjes - Oud-West,2017-05-26,37
Entire home/apt,Buitenveldert - Zuidas,2017-05-26,15
Private room,Noord-West,2017-05-26,30
Private room,De Aker - Nieuw Sloten,2017-05-26,20
Entire home/apt,Gaasperdam - Driemond,2017-05-26,2
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-05-26,66
Private room,De Pijp - Rivierenbuurt,2017-05-26,42
Private room,Slotervaart,2017-05-26,17
Entire home/apt,De Baarsjes - Oud-West,2017-05-26,104
Private room,Zuid,2017-05-26,29
Entire home/apt,Westerpark,2017-05-26,58
Private room,Bijlmer-Centrum,2017-05-26,3
Entire home/apt,Zuid,2017-05-26,70
Entire home/apt,Centrum-Oost,2017-05-26,62
Private room,Noord-Oost,2017-05-26,12
Entire home/apt,Oud-Oost,2017-05-26,54
Private room,Bos en Lommer,2017-05-26,11
Private room,Westerpark,2017-05-26,20
Entire home/apt,De Pijp - Rivierenbuurt,2017-05-26,95
Private room,Gaasperdam - Driemond,2017-05-26,20
Entire home/apt,Buitenveldert - Zuidas,2017-05-25,21
Entire home/apt,Westerpark,2017-05-25,64
Private room,Centrum-Oost,2017-05-25,23
Entire home/apt,Geuzenveld - Slotermeer,2017-05-25,17
Private room,Bijlmer-Centrum,2017-05-25,7
Entire home/apt,Bijlmer-Centrum,2017-05-25,1
Private room,De Pijp - Rivierenbuurt,2017-05-25,23
Entire home/apt,De Aker - Nieuw Sloten,2017-05-25,25
Private room,De Baarsjes - Oud-West,2017-05-25,24
Entire home/apt,Oud-Oost,2017-05-25,46
Entire home/apt,Oud-Noord,2017-05-25,32
Private room,Centrum-West,2017-05-25,41
Private room,Oostelijk Havengebied - Indische Buurt,2017-05-25,31
Entire home/apt,Centrum-Oost,2017-05-25,49
Entire home/apt,Bijlmer-Oost,2017-05-25,3
Private room,Gaasperdam - Driemond,2017-05-25,3
Private room,Westerpark,2017-05-25,12
Private room,Slotervaart,2017-05-25,17
Entire home/apt,Bos en Lommer,2017-05-25,55
Private room,Oud-Oost,2017-05-25,13
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-05-25,35
Entire home/apt,Osdorp,2017-05-25,19
Entire home/apt,Noord-West,2017-05-25,9
Private room,Geuzenveld - Slotermeer,2017-05-25,3
Entire home/apt,Watergraafsmeer,2017-05-25,35
Entire home/apt,Slotervaart,2017-05-25,8
Entire home/apt,Centrum-West,2017-05-25,86
Private room,Watergraafsmeer,2017-05-25,12
Shared room,Bos en Lommer,2017-05-25,5
Private room,Noord-Oost,2017-05-25,34
Private room,Zuid,2017-05-25,44
Entire home/apt,De Pijp - Rivierenbuurt,2017-05-25,84
Entire home/apt,Noord-Oost,2017-05-25,21
Private room,Buitenveldert - Zuidas,2017-05-25,7
Entire home/apt,De Baarsjes - Oud-West,2017-05-25,109
Private room,Noord-West,2017-05-25,21
Private room,De Aker - Nieuw Sloten,2017-05-25,38
Shared room,De Baarsjes - Oud-West,2017-05-25,13
Private room,Bos en Lommer,2017-05-25,8
Entire home/apt,IJburg - Zeeburgereiland,2017-05-25,26
Private room,Bijlmer-Oost,2017-05-25,10
Entire home/apt,Zuid,2017-05-25,47
Private room,Oud-Noord,2017-05-25,22
Private room,Osdorp,2017-05-25,26
Private room,IJburg - Zeeburgereiland,2017-05-25,12
Private room,Oud-Noord,2017-05-24,11
Private room,Bijlmer-Centrum,2017-05-24,14
Entire home/apt,Slotervaart,2017-05-24,7
Private room,De Baarsjes - Oud-West,2017-05-24,22
Entire home/apt,Watergraafsmeer,2017-05-24,7
Private room,Geuzenveld - Slotermeer,2017-05-24,22
Entire home/apt,Noord-West,2017-05-24,3
Entire home/apt,Osdorp,2017-05-24,7
Entire home/apt,De Pijp - Rivierenbuurt,2017-05-24,32
Private room,Watergraafsmeer,2017-05-24,17
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-05-24,20
Entire home/apt,Bos en Lommer,2017-05-24,27
Shared room,Oud-Noord,2017-05-24,1
Shared room,Bos en Lommer,2017-05-24,11
Private room,Oostelijk Havengebied - Indische Buurt,2017-05-24,10
Entire home/apt,Zuid,2017-05-24,29
Entire home/apt,Centrum-Oost,2017-05-24,45
Private room,Bijlmer-Oost,2017-05-24,15
Private room,Gaasperdam - Driemond,2017-05-24,7
Private room,Westerpark,2017-05-24,24
Entire home/apt,IJburg - Zeeburgereiland,2017-05-24,1
Private room,Noord-Oost,2017-05-24,14
Private room,Slotervaart,2017-05-24,14
Private room,Buitenveldert - Zuidas,2017-05-24,9
Private room,Centrum-West,2017-05-24,33
Entire home/apt,Oud-Noord,2017-05-24,25
Entire home/apt,Centrum-West,2017-05-24,40
Private room,Osdorp,2017-05-24,2
Private room,Bos en Lommer,2017-05-24,24
Entire home/apt,Buitenveldert - Zuidas,2017-05-24,14
Entire home/apt,De Aker - Nieuw Sloten,2017-05-24,7
Private room,De Aker - Nieuw Sloten,2017-05-24,11
Entire home/apt,Westerpark,2017-05-24,29
Private room,Noord-West,2017-05-24,7
Private room,Centrum-Oost,2017-05-24,39
Entire home/apt,De Baarsjes - Oud-West,2017-05-24,34
Private room,Zuid,2017-05-24,17
Shared room,Zuid,2017-05-24,2
Private room,De Pijp - Rivierenbuurt,2017-05-24,34
Entire home/apt,Bijlmer-Centrum,2017-05-24,12
Entire home/apt,Oud-Oost,2017-05-24,15
Shared room,Westerpark,2017-05-24,7
Private room,Oud-Oost,2017-05-24,24
Private room,IJburg - Zeeburgereiland,2017-05-24,31
Entire home/apt,Geuzenveld - Slotermeer,2017-05-24,23
Entire home/apt,Noord-Oost,2017-05-23,12
Private room,Westerpark,2017-05-23,21
Private room,Buitenveldert - Zuidas,2017-05-23,11
Private room,Osdorp,2017-05-23,3
Private room,Noord-Oost,2017-05-23,18
Entire home/apt,Westerpark,2017-05-23,23
Private room,Bijlmer-Oost,2017-05-23,1
Private room,Slotervaart,2017-05-23,14
Entire home/apt,Bijlmer-Centrum,2017-05-23,7
Private room,Centrum-Oost,2017-05-23,17
Private room,Noord-West,2017-05-23,12
Entire home/apt,Centrum-Oost,2017-05-23,36
Private room,Zuid,2017-05-23,39
Private room,Watergraafsmeer,2017-05-23,14
Private room,Oostelijk Havengebied - Indische Buurt,2017-05-23,17
Entire home/apt,Gaasperdam - Driemond,2017-05-23,14
Entire home/apt,Slotervaart,2017-05-23,19
Entire home/apt,Oud-Noord,2017-05-23,21
Entire home/apt,Centrum-West,2017-05-23,25
Entire home/apt,IJburg - Zeeburgereiland,2017-05-23,27
Entire home/apt,Noord-West,2017-05-23,15
Entire home/apt,Oud-Oost,2017-05-23,11
Private room,De Baarsjes - Oud-West,2017-05-23,37
Private room,Oud-Oost,2017-05-23,14
Private room,IJburg - Zeeburgereiland,2017-05-23,25
Shared room,De Baarsjes - Oud-West,2017-05-23,1
Private room,Oud-Noord,2017-05-23,1
Entire home/apt,Watergraafsmeer,2017-05-23,19
Entire home/apt,Zuid,2017-05-23,25
Entire home/apt,De Baarsjes - Oud-West,2017-05-23,28
Private room,Geuzenveld - Slotermeer,2017-05-23,28
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2017-05-23,28
Entire home/apt,Geuzenveld - Slotermeer,2017-05-23,11
Entire home/apt,De Pijp - Rivierenbuurt,2017-05-23,38
Private room,De Aker - Nieuw Sloten,2017-05-23,27
Private room,Bos en Lommer,2017-05-23,15
Entire home/apt,Buitenveldert - Zuidas,2017-05-23,5
Entire home/apt,Bos en Lommer,2017-05-23,17
Private room,De Pijp - Rivierenbuurt,2017-05-23,21
Private room,Centrum-West,2017-05-23,40
Private room,De Pijp - Rivierenbuurt,2017-05-22,40
Private room,Slotervaart,2017-05-22,5
Entire home/apt,De Pijp - Rivierenbuurt,2017-05-22,25
Private room,Noord-West,2017-05-22,8
Entire home/apt,Oud-Oost,2017-05-22,19
Private room,Centrum-West,2017-05-22,40
Entire home/apt,Noord-West,2017-05-22,21
Entire home/apt,Zuid,2017-05-22,14
Shared room,Bos en Lommer,2017-05-22,19
Private room,IJburg - Zeeburgereiland,2017-05-22,6
Entire home/apt,Westerpark,2017-05-22,19
Entire home/apt,Slotervaart,2017-05-22,20
Private room,Zuid,2017-05-22,19
Entire home/apt,Buitenveldert - Zuidas,2017-05-22,1
Private room,Osdorp,2017-05-22,16
Private room,Oostelijk Havengebied - Indische Buurt,2017-05-22,22
Entire home/apt,De Aker - Nieuw Sloten,2017-05-22,1
Private room,De Aker - Nieuw Sloten,2017-05-22,6
Private room,Oud-Oost,2017-05-22,8
Entire home/apt,Centrum-West,2017-05-22,32
